Id	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.326271186441	1.0	1.0	1.0	1.0	1.0	1.0	0.457627118644	1.0	1.0	0.330508474576	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0024097634286	1.0	
2	1.0	0.771186440678	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.699152542373	1.0	1.0	1.0	1.0	1.0	0.601694915254	1.0	1.0	1.0	0.118644067797	1.0	1.0	0.134259259259	1.0	0.530516431925	1.0	0.71186440678	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.313559322034	0.738197424893	0.165254237288	1.0	1.0	1.0	1.0	1.0	0.00625	0.48085106383	1.0	1.0	0.402542372881	0.323404255319	1.0	1.0	1.0	1.0	0.741525423729	1.0	1.0	0.114406779661	1.0	1.0	1.0	0.334745762712	0.219827586207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.434210526316	0.0144067577022	1.0	
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0116601456223	0.0	
4	0.470338983051	1.0	1.0	0.446808510638	1.0	1.0	1.0	0.588983050847	1.0	1.0	0.572033898305	1.0	1.0	1.0	1.0	0.675213675214	0.470338983051	1.0	1.0	1.0	1.0	1.0	1.0	0.12037037037	1.0	1.0	1.0	0.529661016949	1.0	0.491525423729	0.338983050847	1.0	1.0	0.610091743119	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.474576271186	1.0	0.610169491525	1.0	1.0	1.0	0.714893617021	1.0	1.0	1.0	1.0	0.602564102564	1.0	0.521186440678	0.576271186441	0.457627118644	0.381355932203	0.474576271186	1.0	1.0	1.0	0.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.466101694915	1.0	0.0182934729096	1.0	
5	0.161016949153	0.627118644068	0.506382978723	0.446808510638	0.72	0.12987012987	0.347457627119	0.0762711864407	0.351694915254	1.0	0.271186440678	1.0	0.122881355932	0.708154506438	0.207627118644	0.764957264957	1.0	0.141025641026	0.0423728813559	0.28813559322	1.0	1.0	1.0	0.12037037037	0.0952380952381	0.530516431925	0.0123456790123	0.555084745763	0.224576271186	1.0	0.0466101694915	0.365957446809	1.0	0.0642201834862	1.0	1.0	0.145374449339	0.415254237288	0.733905579399	0.39406779661	0.173728813559	0.139830508475	0.737068965517	0.0423728813559	0.0593220338983	0.0	0.131914893617	0.234042553191	0.118644067797	0.317796610169	0.374468085106	0.280952380952	0.431623931624	1.0	0.0847457627119	0.555084745763	0.0762711864407	0.148305084746	0.114406779661	1.0	0.283898305085	0.0565217391304	0.0423728813559	0.215517241379	1.0	0.715555555556	0.0593220338983	1.0	0.343347639485	1.0	0.0635593220339	1.0	0.444915254237	0.245614035088	0.254346643174	1.0	
6	0.220338983051	0.639830508475	0.344680851064	1.0	0.0711111111111	1.0	1.0	1.0	1.0	0.668103448276	0.71186440678	0.444915254237	0.368644067797	0.343347639485	0.35593220339	1.0	0.135593220339	1.0	0.148305084746	0.296610169492	0.0593220338983	1.0	1.0	0.12037037037	0.112554112554	0.530516431925	0.425925925926	0.466101694915	0.440677966102	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.136563876652	0.724576271186	1.0	0.118644067797	0.203389830508	0.474576271186	1.0	0.114406779661	1.0	0.00625	1.0	0.246808510638	0.0466101694915	1.0	0.353191489362	0.0380952380952	0.431623931624	1.0	1.0	1.0	0.0127118644068	0.110169491525	0.114406779661	0.521367521368	1.0	1.0	0.368644067797	0.271551724138	0.580508474576	0.724444444444	0.296610169492	1.0	0.0	0.432203389831	0.165254237288	1.0	1.0	0.320175438596	0.0580157023294	1.0	
7	0.0	0.631355932203	0.404255319149	0.468085106383	0.72	0.108225108225	0.0805084745763	0.0762711864407	0.39406779661	0.719827586207	0.161016949153	0.101694915254	0.165254237288	0.37339055794	0.402542372881	0.153846153846	0.0423728813559	1.0	0.0423728813559	0.28813559322	0.135593220339	0.338983050847	1.0	0.125	0.0649350649351	0.530516431925	0.111111111111	0.406779661017	0.0466101694915	0.444915254237	0.0	0.357446808511	0.186147186147	0.0596330275229	1.0	1.0	0.145374449339	0.0423728813559	0.733905579399	0.572033898305	0.0127118644068	0.0169491525424	0.116379310345	0.0381355932203	0.0593220338983	0.0	0.0	0.71914893617	0.0508474576271	0.14406779661	0.344680851064	0.0380952380952	0.623931623932	0.580508474576	0.0847457627119	0.504237288136	0.00423728813559	0.156779661017	0.0466101694915	0.576923076923	0.0593220338983	0.0304347826087	0.0127118644068	0.35775862069	0.161016949153	0.715555555556	0.0550847457627	1.0	0.0	0.127118644068	0.0127118644068	0.021645021645	0.0889830508475	0.245614035088	0.289638017257	1.0	
8	0.161016949153	0.622881355932	0.565957446809	0.455319148936	0.755555555556	0.125541125541	0.0805084745763	0.0720338983051	1.0	0.577586206897	0.25	0.152542372881	0.199152542373	0.37339055794	0.707627118644	0.764957264957	0.0296610169492	1.0	0.0466101694915	0.686440677966	0.114406779661	1.0	0.5	0.347222222222	0.0	0.56338028169	0.0246913580247	0.351694915254	0.0296610169492	1.0	0.0762711864407	0.617021276596	0.190476190476	0.0596330275229	1.0	0.114406779661	0.136563876652	0.199152542373	0.55364806867	0.258474576271	0.165254237288	0.0169491525424	0.581896551724	0.0423728813559	0.0593220338983	0.0	0.770212765957	0.165957446809	0.0974576271186	0.161016949153	0.068085106383	0.0142857142857	0.303418803419	1.0	0.0847457627119	0.444915254237	0.0127118644068	0.0720338983051	0.0296610169492	0.649572649573	0.0762711864407	0.721739130435	0.114406779661	0.155172413793	0.233050847458	0.715555555556	0.283898305085	1.0	0.343347639485	1.0	0.0508474576271	1.0	0.203389830508	0.263157894737	0.504029228098	1.0	
9	0.220338983051	0.622881355932	0.565957446809	0.463829787234	0.72	1.0	0.169491525424	1.0	1.0	0.577586206897	0.254237288136	0.199152542373	0.199152542373	0.377682403433	1.0	0.764957264957	0.10593220339	1.0	1.0	0.737288135593	1.0	1.0	1.0	0.12037037037	0.0952380952381	0.530516431925	1.0	0.563559322034	0.0720338983051	1.0	0.131355932203	1.0	1.0	0.0596330275229	1.0	1.0	0.136563876652	0.199152542373	0.690987124464	0.114406779661	0.0127118644068	1.0	0.655172413793	0.220338983051	1.0	0.00625	0.770212765957	1.0	0.114406779661	0.266949152542	0.340425531915	0.0190476190476	0.307692307692	1.0	1.0	0.694915254237	0.0805084745763	1.0	0.118644067797	0.649572649573	0.241525423729	0.721739130435	0.35593220339	0.155172413793	0.584745762712	0.715555555556	0.283898305085	1.0	1.0	1.0	0.25	1.0	1.0	0.285087719298	0.129142590625	1.0	
10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.226851851852	1.0	1.0	1.0	0.690677966102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00625	1.0	1.0	1.0	1.0	0.323404255319	1.0	1.0	1.0	1.0	1.0	0.326271186441	1.0	0.690677966102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.237288135593	1.0	0.703389830508	1.0	0.00202109190786	0.0	
