933	432	0.02	0.02
731	720	0.02	0.02
584	287	0.02	0.02
240	867	0.02	0.02
78	834	0.02	0.02
400	258	0.02	0.02
845	522	0.02	0.02
338	337	0.02	0.02
177	713	0.02	0.02
872	212	0.02	0.02
339	820	0.02	0.02
16	289	0.02	0.02
122	440	0.02	0.02
504	62	0.02	0.02
66	608	0.02	0.02
113	214	0.02	0.02
213	408	0.02	0.02
307	39	0.02	0.02
471	735	0.02	0.02
207	201	0.02	0.02
134	93	0.02	0.02
302	42	0.02	0.02
810	598	0.02	0.02
102	90	0.02	0.02
66	2	0.02	0.02
427	164	0.02	0.02
352	555	0.02	0.02
731	11	0.02	0.02
98	612	0.02	0.02
35	955	0.02	0.02
279	637	0.02	0.02
407	400	0.02	0.02
671	406	0.02	0.02
407	406	0.02	0.02
27	203	0.02	0.02
81	684	0.02	0.02
767	672	0.02	0.02
27	7	0.02	0.02
453	649	0.02	0.02
67	141	0.02	0.02
138	48	0.02	0.02
355	73	0.02	0.02
233	740	0.02	0.02
727	321	0.02	0.02
589	61	0.02	0.02
599	527	0.02	0.02
113	75	0.02	0.02
141	659	0.02	0.02
266	576	0.02	0.02
378	382	0.02	0.02
438	834	0.02	0.02
743	179	0.02	0.02
800	588	0.02	0.02
675	78	0.02	0.02
385	378	0.02	0.02
19	607	0.02	0.02
414	170	0.02	0.02
397	735	0.02	0.02
734	454	0.02	0.02
238	170	0.02	0.02
172	137	0.02	0.02
671	714	0.02	0.02
820	42	0.02	0.02
422	172	0.02	0.02
354	238	0.02	0.02
905	76	0.02	0.02
27	666	0.02	0.02
919	807	0.02	0.02
83	321	0.02	0.02
223	129	0.02	0.02
615	259	0.02	0.02
169	184	0.02	0.02
150	338	0.02	0.02
386	836	0.02	0.02
635	99	0.02	0.02
30	628	0.02	0.02
122	659	0.02	0.02
395	671	0.02	0.02
28	64	0.02	0.02
567	40	0.02	0.02
25	33	0.02	0.02
260	502	0.02	0.02
235	427	0.02	0.02
425	141	0.02	0.02
246	668	0.02	0.02
12	910	0.02	0.02
451	750	0.02	0.02
75	129	0.02	0.02
624	476	0.02	0.02
534	538	0.02	0.02
659	738	0.02	0.02
388	576	0.02	0.02
109	43	0.02	0.02
169	318	0.02	0.02
71	613	0.02	0.02
11	250	0.02	0.02
109	44	0.02	0.02
414	21	0.02	0.02
414	25	0.02	0.02
279	703	0.02	0.02
315	220	0.02	0.02
567	618	0.02	0.02
802	275	0.02	0.02
279	258	0.02	0.02
48	466	0.02	0.02
11	38	0.02	0.02
151	668	0.02	0.02
155	719	0.02	0.02
332	515	0.02	0.02
199	443	0.02	0.02
105	834	0.02	0.02
199	441	0.02	0.02
62	279	0.02	0.02
894	576	0.02	0.02
206	764	0.02	0.02
730	460	0.02	0.02
151	348	0.02	0.02
437	441	0.02	0.02
576	380	0.02	0.02
322	738	0.02	0.02
378	737	0.02	0.02
752	918	0.02	0.02
378	739	0.02	0.02
532	475	0.02	0.02
122	275	0.02	0.02
409	416	0.02	0.02
389	865	0.02	0.02
78	738	0.02	0.02
623	361	0.02	0.02
688	605	0.02	0.02
438	493	0.02	0.02
743	508	0.02	0.02
3	481	0.02	0.02
415	435	0.02	0.02
322	259	0.02	0.02
836	653	0.02	0.02
438	259	0.02	0.02
78	735	0.02	0.02
211	437	0.02	0.02
438	122	0.02	0.02
613	645	0.02	0.02
910	54	0.02	0.02
424	193	0.02	0.02
381	895	0.02	0.02
141	112	0.02	0.02
406	171	0.02	0.02
532	579	0.02	0.02
424	198	0.02	0.02
591	8	0.02	0.02
60	562	0.02	0.02
100	611	0.02	0.02
171	3	0.02	0.02
354	128	0.02	0.02
420	622	0.02	0.02
155	411	0.02	0.02
528	11	0.02	0.02
231	240	0.02	0.02
100	507	0.02	0.02
353	198	0.02	0.02
5	134	0.02	0.02
33	177	0.02	0.02
151	262	0.02	0.02
532	372	0.02	0.02
623	248	0.02	0.02
296	298	0.02	0.02
296	299	0.02	0.02
78	89	0.02	0.02
336	296	0.02	0.02
496	40	0.02	0.02
235	169	0.02	0.02
407	135	0.02	0.02
591	11	0.02	0.02
496	47	0.02	0.02
285	407	0.02	0.02
682	728	0.02	0.02
79	8	0.02	0.02
11	678	0.02	0.02
284	27	0.02	0.02
691	141	0.02	0.02
270	602	0.02	0.02
524	11	0.02	0.02
627	231	0.02	0.02
131	161	0.02	0.02
671	381	0.02	0.02
184	244	0.02	0.02
385	596	0.02	0.02
385	597	0.02	0.02
538	311	0.02	0.02
661	285	0.02	0.02
216	596	0.02	0.02
748	810	0.02	0.02
898	686	0.02	0.02
364	745	0.02	0.02
159	126	0.02	0.02
26	176	0.02	0.02
263	83	0.02	0.02
679	337	0.02	0.02
151	65	0.02	0.02
358	102	0.02	0.02
497	47	0.02	0.02
214	655	0.02	0.02
271	80	0.02	0.02
454	153	0.02	0.02
511	697	0.02	0.02
96	572	0.02	0.02
697	603	0.02	0.02
375	231	0.02	0.02
377	18	0.02	0.02
392	79	0.02	0.02
336	164	0.02	0.02
